Latitude	Longitude
45.472259	9.186427
45.47922	9.236273
45.480653	9.187182
45.474596	9.210924
45.466912	9.151866
45.489984	9.165118
45.472705	9.187429
45.488054	9.158858
45.465844	9.179643
45.45089	9.169366
45.470932	9.184482
45.481605	9.204063
45.452828	9.182036
45.4522	9.178661
45.468945	9.18103
45.450346	9.152628
45.451326	9.171481
45.46578	9.209081
45.447166	9.208577
45.464098	9.181127
45.454568	9.169609
45.46915	9.154465
45.484731	9.164614
45.468745	9.210021
45.481843	9.173128
45.471376	9.184796
45.481056	9.18594
45.455766	9.168904
45.480616	9.143481
45.462532	9.214511
45.476366	9.172055
45.474381	9.183299
45.46967	9.224035
45.459475	9.170835
45.472475	9.152792
45.471735	9.185002
45.44958	9.165677
45.482611	9.212471
45.447586	9.165309
45.456325	9.17015
45.479126	9.19625
45.468945	9.18103
45.480321	9.167221
45.458542	9.178601
45.459211	9.176728
45.456394	9.25472
45.448346	9.164913
45.451917	9.176639
45.448752	9.177808
45.455093	9.202613
45.483926	9.240472
45.478986	9.188346
45.457478	9.172833
45.471837	9.185392
45.452678	9.175704
45.48043	9.161018
45.473216	9.195502
45.472062	9.173507
45.467593	9.154069
45.469269	9.187636
45.456115	9.170407
45.442385	9.134047
45.476561	9.188323
45.474189	9.183279
45.475412	9.208986
45.486402	9.164045
45.483757	9.163854
45.474453	9.212261
45.458384	9.207648
45.450741	9.178056
45.460313	9.156599
45.466759	9.154149
45.449234	9.177696
45.449391	9.182908
45.477416	9.225376
45.450136	9.177927
45.462368	9.211073
45.485498	9.155029
45.450527	9.139353
45.481943	9.196904
45.441522	9.175947
45.474775	9.159409
45.445977	9.176674
45.452841	9.180049
45.49035	9.213655
45.451735	9.175787
45.462233	9.187492
45.452127	9.181411
45.48929	9.186595
45.476781	9.190326
45.481163	9.199237
45.442354	9.176159
45.465906	9.174479
45.479759	9.194311
45.468945	9.18103
45.452855	9.182664
45.455497	9.164069
45.474964	9.212845
45.446287	9.172673
45.464334	9.194478
45.452761	9.174604
45.450671	9.211955
45.486377	9.15784
45.445269	9.180593
45.466999	9.166463
45.472359	9.187033
45.477819	9.211237
45.483255	9.209736
45.448032	9.209542
45.452857	9.173354
45.47212	9.18369
45.476709	9.224546
45.44381	9.160186
45.482429	9.164474
45.437312	9.198164
45.470309	9.196915
45.45744	9.181056
45.455427	9.202052
45.468945	9.18103
45.455211	9.167021
45.467444	9.142555
45.480472	9.218136
45.483113	9.164036
45.459791	9.206685
45.483307	9.217318
45.470843	9.192292
45.465578	9.171224
45.483655	9.242621
45.45879	9.180218
45.467463	9.207573
45.47127	9.252669
45.446497	9.17694
45.448459	9.20512
45.488616	9.190271
45.451185	9.210943
45.484752	9.155709
45.458991	9.178328
45.446384	9.164093
45.463255	9.159571
45.48767	9.202011
45.459866	9.189078
45.46235	9.192767
45.468004	9.163807
45.458568	9.178442
45.468945	9.18103
45.461405	9.190591
45.468519	9.225966
45.486967	9.188883
45.479377	9.185737
45.450836	9.17744
45.449266	9.208962
45.471418	9.182463
45.487235	9.210105
45.484971	9.162433
45.455616	9.174895
45.468945	9.18103
45.475607	9.18973
45.474797	9.183718
45.468945	9.18103
45.450821	9.196994
45.452487	9.181211
45.448755	9.21696
45.487224	9.21706
45.458425	9.131301
45.453752	9.158854
45.468652	9.152504
45.448704	9.202978
45.467089	9.164865
45.433314	9.14984
45.487772	9.189363
45.468945	9.18103
45.489711	9.188896
45.457675	9.206941
45.461954	9.228092
45.459742	9.181003
45.481628	9.217313
45.474241	9.182631
45.450945	9.171607
45.454387	9.159739
45.438157	9.207765
45.474427	9.208975
45.47372	9.183462
45.480409	9.185934
45.457885	9.206086
45.433831	9.174092
45.477065	9.201896
45.448826	9.197592
45.47229	9.158073
45.489372	9.16431
45.458698	9.179972
45.46777	9.1319
45.466351	9.151027
45.460953	9.217752
45.455537	9.180452
45.462071	9.18544
45.48016	9.165295
45.458698	9.179972
45.483217	9.137973
45.466448	9.210559
45.472541	9.183643
45.484079	9.219018
45.451829	9.176215
45.444506	9.141788
45.449828	9.177854
45.482777	9.181361
45.449525	9.198017
45.477542	9.207918
45.454025	9.173876
45.451908	9.180895
45.478404	9.184977
45.463911	9.187043
45.46903	9.185395
45.439979	9.208309
45.468945	9.18103
45.467979	9.133252
45.479619	9.182173
45.478858	9.184253
45.470819	9.154377
45.449234	9.177696
45.438314	9.22452
45.485838	9.170408
45.473516	9.188103
45.452382	9.176502
45.47079	9.254968
45.456005	9.204367
45.455868	9.204974
45.457151	9.164154
45.477535	9.17216
45.476743	9.162038
45.45287	9.166804
45.451239	9.171201
45.458275	9.222454
45.461181	9.211195
45.481406	9.18854
45.453377	9.208981
45.482018	9.212812
45.482293	9.184689
45.473083	9.234048
45.467894	9.146094
45.483662	9.167393
45.487595	9.126353
45.476892	9.202258
45.45577	9.199554
45.475851	9.171353
45.452902	9.160499
45.481241	9.18634
45.447347	9.154741
45.471144	9.243873
45.469357	9.153671
45.453895	9.208731
45.444299	9.1722
45.47788	9.198644
45.480666	9.191209
45.46573	9.208811
45.451028	9.196954
45.487729	9.170415
45.45137	9.171685
45.451829	9.176215
45.480472	9.218693
45.473238	9.080407
45.484861	9.164812
45.446873	9.180604
45.467541	9.157323
45.459094	9.209453
45.476971	9.185543
45.472503	9.210918
45.480102	9.219455
45.46915	9.154465
45.461111	9.209741
45.483992	9.157839
45.461208	9.189365
45.457964	9.155743
45.445944	9.154963
45.456754	9.167845
45.4535	9.195974
45.475801	9.203474
45.471424	9.18506
45.48642	9.186606
45.452693	9.175524
45.473381	9.18716
45.457944	9.172521
45.454236	9.195649
45.474337	9.222247
45.456325	9.17015
45.466428	9.189004
45.467768	9.149178
45.465043	9.17532
45.460937	9.152746
45.451075	9.170274
45.451536	9.170556
45.450567	9.168248
45.468917	9.215778
45.466374	9.17613
45.458863	9.180912
45.468132	9.177971
45.466489	9.181333
45.47528	9.184492
45.462283	9.222479
45.473993	9.211918
45.444601	9.181101
45.457021	9.193239
45.451767	9.175929
45.51105	9.245734
45.447839	9.206694
45.481817	9.184043
45.467441	9.207302
45.474785	9.18849
45.482472	9.143663
45.450134	9.155553
45.451112	9.203301
45.45014	9.175682
45.448325	9.205452
45.466999	9.144376
45.484508	9.242501
45.44756	9.177877
45.449428	9.194521
45.477661	9.215136
45.476233	9.188319
45.475435	9.181825
45.457704	9.180764
45.463065	9.21155
45.455667	9.158106
45.465825	9.178901
45.480681	9.188902
45.481992	9.183323
45.483371	9.196267
45.479697	9.172267
45.448134	9.16253
45.464848	9.207636
45.477612	9.172993
45.481097	9.17016
45.45205	9.182362
45.481276	9.179338
45.472705	9.187429
45.469026	9.198395
45.436558	9.175135
45.468654	9.172432
45.487286	9.170982
45.474528	9.210218
45.46524	9.135952
45.450878	9.204924
45.467063	9.154951
45.474241	9.182631
45.455555	9.171237
45.477902	9.187917
45.482169	9.240082
45.448848	9.180865
45.478751	9.185675
45.448903	9.201581
45.468318	9.222538
45.528516	9.216192
45.450921	9.171495
45.486476	9.221229
45.448217	9.177464
45.467374	9.153356
45.467706	9.256074
45.4554	9.204702
45.488755	9.168418
45.48755	9.233274
45.462963	9.210539
45.451161	9.171019
45.481132	9.171093
45.486568	9.189349
45.451871	9.204141
45.474011	9.21492
45.467403	9.214918
45.488014	9.217365
45.467976	9.173344
45.476964	9.207141
45.454039	9.215945
45.482117	9.216582
45.467733	9.151884
45.471872	9.186179
45.462563	9.190511
45.480163	9.186346
45.467937	9.134446
45.470012	9.192656
45.471752	9.206268
45.478816	9.162927
45.47783	9.18899
45.482686	9.185028
45.463354	9.208645
45.453102	9.180105
45.481276	9.179338
45.446277	9.147588
45.472852	9.21132
45.489121	9.209658
45.451907	9.178548
45.453299	9.167165
45.469749	9.193453
45.456054	9.16491
45.458269	9.212746
45.479698	9.207963
45.475628	9.204311
45.480824	9.146095
45.458372	9.131114
45.476263	9.204374
45.488937	9.183825
45.447353	9.155611
45.481838	9.169089
45.469104	9.171895
45.473932	9.186695
45.468945	9.18103
45.456353	9.183399
45.469362	9.17151
45.47244	9.16803
45.456993	9.157808
45.466953	9.159123
45.477805	9.202274
45.486238	9.232122
45.45159	9.172705
45.465529	9.207706
45.440851	9.180373
45.438157	9.184674
45.477742	9.171572
45.488223	9.188183
45.452734	9.174972
45.463226	9.140035
45.486609	9.156038
45.453642	9.203591
45.460098	9.180529
45.464539	9.175995
45.46107	9.19451
45.476375	9.205575
45.46748	9.21217
45.481587	9.219734
45.467808	9.180867
45.469875	9.214926
45.478055	9.215213
45.457591	9.212558
45.468945	9.18103
45.43441	9.219465
45.480321	9.171664
45.443981	9.208798
45.485624	9.157887
45.450288	9.177957
45.458568	9.178442
45.473738	9.187075
45.449053	9.176673
45.468945	9.18103
45.455418	9.166741
45.45283	9.160278
45.468945	9.18103
45.451615	9.170944
45.488949	9.199954
45.469357	9.153671
45.461976	9.225293
45.484971	9.162433
45.454528	9.158354
45.454294	9.213512
45.444552	9.187869
45.48682	9.18606
45.487924	9.162769
45.483225	9.197341
45.488575	9.196801
45.466936	9.165386
45.453817	9.168475
45.466698	9.147293
45.461652	9.234986
45.470862	9.243421
45.48146	9.185482
45.450833	9.202312
45.465732	9.210418
45.471995	9.141864
45.469239	9.222217
45.465167	9.193275
45.4767	9.149854
45.481524	9.227724
45.456018	9.226348
45.468945	9.18103
45.476656	9.189516
45.47079	9.254968
45.484356	9.234572
45.474937	9.207679
45.470349	9.184407
45.479423	9.221378
45.476367	9.216639
45.462294	9.173525
45.461616	9.195715
45.468945	9.18103
45.477608	9.174361
45.479095	9.173646
45.455213	9.202234
45.487013	9.217481
45.459382	9.207814
45.468945	9.18103
45.471652	9.214454
45.44449	9.16585
45.486617	9.159199
45.468945	9.18103
45.471817	9.223221
45.465371	9.208359
45.47887	9.188699
45.465604	9.184837
45.45157	9.16707
45.452508	9.173522
45.470494	9.153189
45.447855	9.204625
45.481611	9.218021
45.478342	9.188492
45.458927	9.172812
45.482862	9.166392
45.482627	9.188023
45.447553	9.204842
45.450803	9.19233
45.455211	9.167021
45.467199	9.186036
45.472595	9.18849
45.480012	9.183079
45.468945	9.18103
45.465816	9.191489
45.448294	9.162426
45.456398	9.184496
45.464718	9.158983
45.481031	9.164475
45.455715	9.177856
45.467915	9.152168
45.488595	9.226964
45.456503	9.217624
45.462396	9.17304
45.457737	9.181519
45.468945	9.18103
45.475262	9.190333
45.477943	9.184994
45.471268	9.214454
45.473317	9.215832
45.48196	9.167902
45.483206	9.184921
45.467434	9.18451
45.469607	9.184763
45.445564	9.146418
45.451829	9.176215
45.448648	9.194694
45.469388	9.214243
45.469469	9.208796
45.479983	9.204279
45.451468	9.174244
45.455307	9.168288
45.477321	9.216764
45.445806	9.177474
45.468727	9.222602
45.453232	9.180186
45.483255	9.209736
45.488969	9.210899
45.483255	9.209736
45.481716	9.163568
45.458048	9.178084
45.443897	9.214186
45.465605	9.190725
45.457084	9.169137
45.472159	9.167862
45.468945	9.18103
45.468949	9.15295
45.44987	9.199631
45.468945	9.18103
45.459582	9.15461
45.467592	9.17299
45.480661	9.189806
45.465662	9.151322
45.487503	9.183653
45.453677	9.180183
45.481943	9.196904
45.457735	9.20472
45.461677	9.194745
45.457907	9.160724
45.479723	9.197653
45.48499	9.151461
45.468945	9.18103
45.445817	9.127997
45.475356	9.183908
45.456729	9.202477
45.477712	9.185375
45.462639	9.208666
45.475621	9.183978
45.472747	9.183994
45.46526	9.143504
45.440644	9.155284
45.473463	9.182066
45.478215	9.199398
45.468945	9.18103
45.471061	9.228573
45.439048	9.199873
45.479619	9.182173
45.466452	9.210967
45.461948	9.229487
45.46563	9.190719
45.488497	9.162833
45.464855	9.155289
45.483962	9.203436
45.481943	9.196904
45.455778	9.174413
45.479723	9.197653
45.447164	9.154804
45.458854	9.1806
45.480421	9.220521
45.448433	9.197693
45.478399	9.18815
45.454219	9.166876
45.468256	9.150446
45.477125	9.216825
45.484128	9.163822
45.449914	9.211798
45.46548	9.18884
45.440289	9.224695
45.468362	9.152062
45.480418	9.159612
45.464656	9.176236
45.484603	9.164421
45.471987	9.143597
45.480773	9.174584
45.479543	9.173444
45.483819	9.170918
45.484333	9.22679
45.481528	9.242433
45.469252	9.172842
45.462869	9.199114
45.452734	9.174972
45.478044	9.146798
45.479378	9.187859
45.463925	9.182179
45.462524	9.154777
45.453232	9.180186
45.451318	9.177677
45.465506	9.164851
45.484128	9.163822
45.470867	9.184784
45.478066	9.180016
45.478981	9.216905
45.468945	9.18103
45.479452	9.187491
45.458829	9.163496
45.462848	9.2068
45.444135	9.152482
45.454886	9.176384
45.476381	9.2041
45.452425	9.203953
45.477535	9.17216
45.4711	9.230168
45.459263	9.211166
45.469972	9.234232
45.455599	9.203669
45.454971	9.217482
45.451536	9.170556
45.455252	9.123128
45.490195	9.220117
45.468945	9.18103
45.476601	9.202883
45.476278	9.150866
45.460174	9.207151
45.46643	9.192952
45.450849	9.181901
45.459089	9.186928
45.480666	9.191209
45.459245	9.178208
45.481364	9.187316
45.483404	9.197571
45.442219	9.13358
45.457469	9.192897
45.463726	9.166942
45.469711	9.154661
45.468945	9.18103
45.474627	9.219561
45.46949	9.234747
45.466404	9.159806
45.465794	9.169446
45.468945	9.18103
45.43723	9.153914
45.468945	9.18103
45.447101	9.178166
45.464433	9.179425
45.4689	9.224372
45.450785	9.200031
45.482016	9.20083
45.459926	9.181032
45.483345	9.197995
45.462384	9.217655
45.452318	9.182407
45.450134	9.155553
45.452127	9.181411
45.459742	9.188902
45.467649	9.192562
45.455163	9.172771
45.457919	9.150297
45.48288	9.16975
